rf,ef,ab,gb
0.005000,0.005000,0.495718,0.027201
0.035000,0.015000,0.495485,0.035994
0.015000,0.010000,0.496535,0.052331
0.010000,0.005000,0.496701,0.057352
0.000000,0.025000,0.494631,0.012626
0.005000,0.005000,0.494213,0.010107
0.000000,0.000000,0.493930,0.009704
0.000000,0.000000,0.494060,0.009513
0.050000,0.100000,0.497660,0.130275
0.000000,0.010000,0.494702,0.013017
0.040000,0.020000,0.497403,0.074638
0.025000,0.000000,0.493775,0.009624
0.000000,0.000000,0.494352,0.012311
0.025000,0.070000,0.496370,0.061612
0.050000,0.030000,0.496264,0.042781
0.045000,0.050000,0.495894,0.034259
0.535000,0.635000,0.499411,0.455155
0.000000,0.000000,0.494622,0.012581
0.000000,0.000000,0.494462,0.013137
0.000000,0.000000,0.493971,0.008056
0.050000,0.025000,0.496471,0.046955
0.025000,0.030000,0.494149,0.011801
0.005000,0.005000,0.492993,0.006232
0.020000,0.000000,0.494136,0.011926
0.010000,0.000000,0.494419,0.015771
0.595000,0.465000,0.499912,0.699276
0.010000,0.000000,0.494892,0.015792
0.005000,0.005000,0.495129,0.019988
0.000000,0.000000,0.492848,0.005163
0.000000,0.000000,0.494580,0.014277
0.035000,0.020000,0.494038,0.012253
0.090000,0.060000,0.494644,0.021872
0.060000,0.025000,0.495997,0.046956
0.005000,0.000000,0.495253,0.015632
0.095000,0.245000,0.497222,0.125704
0.000000,0.000000,0.493821,0.008611
0.005000,0.000000,0.494258,0.008358
0.020000,0.010000,0.494948,0.019781
0.115000,0.125000,0.494406,0.013281
0.010000,0.015000,0.496303,0.063572
0.015000,0.015000,0.494235,0.831033
0.040000,0.060000,0.496050,0.029062
0.000000,0.000000,0.494497,0.009035
0.000000,0.000000,0.492658,0.006441
0.000000,0.005000,0.494901,0.014286
0.200000,0.255000,0.497172,0.077491
0.140000,0.100000,0.496747,0.084310
0.060000,0.005000,0.496394,0.058008
0.005000,0.010000,0.494652,0.012716
0.010000,0.005000,0.494511,0.012008
0.010000,0.000000,0.494989,0.017010
0.000000,0.000000,0.493153,0.006654
0.000000,0.000000,0.494909,0.013406
0.000000,0.000000,0.493073,0.006478
0.015000,0.020000,0.495617,0.020485
0.005000,0.005000,0.493985,0.009554
0.050000,0.090000,0.496220,0.038836
0.175000,0.080000,0.487951,0.066152
0.020000,0.000000,0.495233,0.016083
0.015000,0.010000,0.494289,0.011744
0.015000,0.000000,0.495105,0.016249
0.190000,0.195000,0.497294,0.159320
0.340000,0.215000,0.495278,0.068830
0.030000,0.050000,0.496238,0.053662
0.090000,0.025000,0.496618,0.069599
0.155000,0.040000,0.496759,0.098528
0.015000,0.090000,0.494764,0.013156
0.020000,0.110000,0.491107,0.013504
0.000000,0.000000,0.493803,0.009888
0.005000,0.005000,0.493836,0.009765
0.010000,0.015000,0.497086,0.058540
0.025000,0.045000,0.495432,0.032289
0.050000,0.030000,0.495996,0.035470
0.025000,0.055000,0.497345,0.126017
0.285000,0.210000,0.497988,0.160578
0.030000,0.020000,0.495345,0.030025
0.000000,0.000000,0.493756,0.007098
0.010000,0.000000,0.494627,0.014473
0.755000,0.725000,0.501281,0.760182
0.165000,0.255000,0.496251,0.091061
0.045000,0.005000,0.495784,0.034363
0.015000,0.000000,0.494156,0.012258
0.000000,0.000000,0.493511,0.007797
0.020000,0.015000,0.495316,0.028322
0.030000,0.000000,0.494883,0.012609
0.045000,0.005000,0.496101,0.058832
0.000000,0.000000,0.494765,0.013302
0.005000,0.000000,0.494884,0.015524
0.055000,0.010000,0.496162,0.047290
0.480000,0.505000,0.500605,0.543046
0.005000,0.000000,0.493213,0.007098
0.000000,0.000000,0.492714,0.005053
0.025000,0.000000,0.493978,0.012590
0.010000,0.005000,0.495272,0.027060
0.015000,0.025000,0.495466,0.023028
0.015000,0.015000,0.495363,0.028414
0.100000,0.070000,0.496921,0.050162
0.130000,0.145000,0.497186,0.079718
0.000000,0.005000,0.493882,0.008976
0.000000,0.000000,0.493929,0.012213
0.000000,0.000000,0.493155,0.006662
0.145000,0.245000,0.496410,0.048561
0.010000,0.040000,0.495001,0.013496
0.000000,0.000000,0.493773,0.008919
0.005000,0.000000,0.494090,0.007865
0.000000,0.010000,0.496050,0.033680
0.025000,0.000000,0.495324,0.023007
0.010000,0.005000,0.495008,0.025521
0.100000,0.065000,0.496694,0.082785
0.000000,0.030000,0.495205,0.019755
0.000000,0.000000,0.493374,0.007098
0.020000,0.000000,0.494750,0.012987
0.025000,0.025000,0.495040,0.017024
0.050000,0.030000,0.495233,0.027709
0.055000,0.015000,0.494816,0.013030
0.035000,0.075000,0.495881,0.035552
0.010000,0.015000,0.494635,0.014703
0.030000,0.055000,0.495454,0.027288
0.000000,0.000000,0.493585,0.007796
0.015000,0.015000,0.496249,0.042504
0.010000,0.020000,0.495702,0.041998
0.155000,0.260000,0.497660,0.220471
0.120000,0.155000,0.498356,0.106295
0.050000,0.015000,0.494556,0.010766
0.000000,0.000000,0.493932,0.009544
0.075000,0.045000,0.496916,0.077915
0.015000,0.035000,0.495390,0.028187
0.000000,0.000000,0.493491,0.007542
0.475000,0.755000,0.497773,0.138215
0.010000,0.000000,0.494493,0.016255
0.000000,0.005000,0.494510,0.011659
0.015000,0.010000,0.494128,0.009204
0.005000,0.025000,0.495930,0.034931
0.005000,0.005000,0.495344,0.020593
0.030000,0.005000,0.494767,0.015105
0.120000,0.110000,0.498808,0.284857
0.010000,0.000000,0.495434,0.018584
0.010000,0.005000,0.494447,0.011664
0.010000,0.000000,0.493631,0.009550
0.395000,0.315000,0.498823,0.281026
0.000000,0.000000,0.493555,0.007453
0.040000,0.055000,0.496546,0.048310
0.195000,0.160000,0.498514,0.180428
0.000000,0.010000,0.495051,0.016729
0.195000,0.310000,0.496980,0.081812
0.040000,0.070000,0.496739,0.070970
0.020000,0.065000,0.494765,0.014786
0.000000,0.000000,0.493129,0.004875
0.020000,0.020000,0.495623,0.022291
0.005000,0.010000,0.495315,0.017571
0.000000,0.000000,0.494203,0.010206
0.175000,0.285000,0.496180,0.052068
0.010000,0.000000,0.493137,0.007381
0.070000,0.110000,0.495389,0.020949
0.000000,0.000000,0.493492,0.007232
0.125000,0.135000,0.497243,0.063832
0.000000,0.000000,0.493672,0.006335
0.000000,0.010000,0.495564,0.024370
0.005000,0.000000,0.495558,0.027547
0.005000,0.005000,0.495736,0.024596
0.005000,0.000000,0.493731,0.008540
0.105000,0.045000,0.496641,0.067827
0.000000,0.010000,0.493793,0.009460
0.105000,0.070000,0.496234,0.069424
0.120000,0.160000,0.496787,0.054171
0.255000,0.015000,0.495104,0.016781
0.005000,0.000000,0.493555,0.007232
0.000000,0.000000,0.493952,0.007480
0.070000,0.005000,0.495575,0.029605
0.275000,0.345000,0.498034,0.249041
0.000000,0.000000,0.494262,0.012338
0.140000,0.235000,0.497884,0.232957
0.275000,0.505000,0.496810,0.089861
0.015000,0.005000,0.494323,0.013478
0.010000,0.000000,0.494659,0.014219
0.075000,0.115000,0.497004,0.080837
0.090000,0.115000,0.497340,0.102351
0.005000,0.000000,0.493508,0.007405
0.000000,0.000000,0.494170,0.010423
0.010000,0.010000,0.494186,0.011528
0.010000,0.030000,0.493751,0.007366
0.025000,0.005000,0.494634,0.015013
0.085000,0.090000,0.496973,0.083925
0.000000,0.000000,0.493744,0.007098
0.095000,0.070000,0.494519,0.012968
0.015000,0.060000,0.496053,0.042715
0.010000,0.010000,0.494369,0.011092
0.025000,0.030000,0.496058,0.054363
0.000000,0.000000,0.494246,0.007634
0.030000,0.075000,0.496128,0.041733
0.020000,0.005000,0.493520,0.008762
0.250000,0.375000,0.498913,0.270242
0.000000,0.005000,0.493192,0.006885
0.005000,0.010000,0.494213,0.011720
0.000000,0.000000,0.493798,0.008555
0.090000,0.035000,0.496909,0.082993
0.000000,0.000000,0.492948,0.005778
0.010000,0.025000,0.494394,0.012871
0.480000,0.770000,0.500648,0.555715
0.000000,0.000000,0.493290,0.006335
0.010000,0.005000,0.495683,0.032444
0.050000,0.175000,0.495649,0.032259
0.020000,0.000000,0.493698,0.007638
0.105000,0.175000,0.497349,0.111972
0.000000,0.000000,0.493711,0.007458
0.000000,0.000000,0.494222,0.010805
0.135000,0.130000,0.498129,0.152961
0.010000,0.000000,0.494088,0.010255
0.225000,0.210000,0.497571,0.140944
0.005000,0.005000,0.493785,0.007874
0.210000,0.140000,0.499856,0.377915
0.195000,0.135000,0.496776,0.082005
0.015000,0.015000,0.494691,0.016565
0.000000,0.005000,0.493738,0.007126
0.010000,0.010000,0.493736,0.008581
0.170000,0.160000,0.498326,0.175439
0.005000,0.025000,0.495911,0.032651
0.000000,0.000000,0.495047,0.017845
0.055000,0.155000,0.496654,0.066749
0.015000,0.000000,0.494398,0.010018
0.010000,0.020000,0.496306,0.041475
0.000000,0.005000,0.495085,0.019252
0.000000,0.000000,0.493858,0.009066
0.005000,0.000000,0.495044,0.016838
0.000000,0.000000,0.494557,0.011431
0.080000,0.170000,0.497244,0.084034
0.355000,0.375000,0.499648,0.332963
0.195000,0.230000,0.498244,0.198651
0.000000,0.000000,0.494615,0.014224
0.285000,0.270000,0.496566,0.139675
0.005000,0.000000,0.493731,0.010175
0.090000,0.025000,0.496348,0.055031
0.010000,0.005000,0.494403,0.012053
0.000000,0.040000,0.494614,0.015151
0.180000,0.245000,0.498105,0.151654
0.025000,0.025000,0.494766,0.016105
0.005000,0.000000,0.495387,0.025604
0.015000,0.025000,0.495335,0.026410
0.555000,0.485000,0.500893,0.640969
0.000000,0.000000,0.493637,0.008996
0.000000,0.010000,0.493977,0.010679
0.005000,0.010000,0.494823,0.011988
0.000000,0.005000,0.494255,0.013875
0.005000,0.000000,0.495162,0.016635
0.015000,0.000000,0.494140,0.010513
0.045000,0.000000,0.495101,0.028563
0.070000,0.000000,0.494624,0.011467
0.015000,0.040000,0.494505,0.011642
0.000000,0.000000,0.493073,0.006478
0.005000,0.000000,0.493921,0.008768
0.000000,0.000000,0.495300,0.027084
0.005000,0.010000,0.494792,0.016283
0.040000,0.040000,0.495178,0.014775
0.015000,0.035000,0.495155,0.018598
0.370000,0.070000,0.497650,0.113453
0.000000,0.005000,0.494964,0.014302
0.370000,0.245000,0.500139,0.460525
0.010000,0.040000,0.495241,0.025300
0.040000,0.020000,0.494668,0.013464
0.180000,0.095000,0.486978,0.149443
0.130000,0.190000,0.496633,0.069835
0.185000,0.405000,0.496582,0.083471
0.020000,0.035000,0.495959,0.048609
0.115000,0.065000,0.497795,0.180556
0.100000,0.045000,0.496736,0.062521
0.160000,0.165000,0.496649,0.116554
0.220000,0.515000,0.497385,0.111063
0.000000,0.020000,0.494694,0.014878
0.005000,0.000000,0.494005,0.008163
0.265000,0.245000,0.498728,0.212201
0.025000,0.045000,0.496756,0.067333
0.400000,0.420000,0.500051,0.506799
0.065000,0.045000,0.494938,0.024144
0.000000,0.000000,0.493503,0.008557
0.095000,0.020000,0.496459,0.054823
0.040000,0.025000,0.496559,0.070000
0.185000,0.060000,0.497920,0.135189
0.000000,0.000000,0.494269,0.011313
0.000000,0.005000,0.494767,0.015483
0.020000,0.010000,0.496061,0.037205
0.000000,0.000000,0.493319,0.006067
0.065000,0.015000,0.497003,0.082255
0.030000,0.025000,0.495293,0.021635
0.005000,0.000000,0.493440,0.007163
0.115000,0.010000,0.498048,0.131525
0.010000,0.005000,0.494787,0.013708
0.000000,0.000000,0.495111,0.016254
0.420000,0.405000,0.501010,0.469665
0.090000,0.060000,0.497397,0.122318
0.000000,0.000000,0.493793,0.009441
0.005000,0.000000,0.493431,0.007208
0.000000,0.000000,0.494524,0.011230
0.140000,0.110000,0.496911,0.075822
0.000000,0.000000,0.494883,0.014123
0.005000,0.000000,0.495303,0.019585
0.010000,0.000000,0.494134,0.009774
0.015000,0.000000,0.493332,0.007214
0.000000,0.000000,0.494473,0.012256
0.025000,0.025000,0.494753,0.013507
0.170000,0.155000,0.498990,0.222637
0.005000,0.060000,0.495468,0.030142
0.005000,0.005000,0.494972,0.019479
0.000000,0.000000,0.493754,0.008714
0.000000,0.020000,0.494504,0.011282
0.005000,0.000000,0.494140,0.010381
0.000000,0.000000,0.494055,0.010814
0.045000,0.020000,0.496286,0.055748
0.385000,0.365000,0.499815,0.538124
0.125000,0.240000,0.498551,0.262014
0.000000,0.000000,0.494130,0.007612
0.005000,0.005000,0.494206,0.010733
0.000000,0.000000,0.493814,0.007647
0.005000,0.030000,0.495090,0.017014
0.045000,0.015000,0.495453,0.024288
0.110000,0.155000,0.496413,0.050729
0.000000,0.005000,0.494421,0.013333
0.000000,0.005000,0.493346,0.007316
0.025000,0.000000,0.494217,0.010432
0.000000,0.000000,0.493370,0.007373
0.010000,0.005000,0.495123,0.017865
0.375000,0.110000,0.496450,0.068367
0.060000,0.045000,0.495324,0.027326
0.325000,0.305000,0.498504,0.278827
0.660000,0.760000,0.500997,0.660091
0.080000,0.030000,0.495998,0.032115
0.005000,0.025000,0.495200,0.018733
0.480000,0.560000,0.499531,0.365795
0.015000,0.005000,0.494265,0.013014
0.050000,0.065000,0.497450,0.086620
0.005000,0.010000,0.494922,0.021836
0.005000,0.000000,0.493500,0.006682
0.000000,0.000000,0.493063,0.005778
0.145000,0.025000,0.496782,0.074138
0.000000,0.000000,0.493275,0.007906
0.095000,0.025000,0.496665,0.058672
0.560000,0.490000,0.499594,0.444125
0.175000,0.120000,0.495603,0.071406
0.055000,0.030000,0.494942,0.024000
0.170000,0.225000,0.496408,0.064898
0.000000,0.000000,0.493290,0.006335
0.090000,0.175000,0.497042,0.074032
0.010000,0.010000,0.495011,0.020209
0.000000,0.000000,0.494231,0.010639
0.025000,0.005000,0.494402,0.017824
0.180000,0.065000,0.497569,0.127057
0.010000,0.000000,0.494696,0.013509
0.000000,0.000000,0.493571,0.007446
0.385000,0.425000,0.500175,0.671004
0.000000,0.005000,0.495514,0.023994
0.220000,0.090000,0.494520,0.081633
0.025000,0.005000,0.495466,0.019490
0.005000,0.010000,0.495205,0.017702
0.015000,0.015000,0.495542,0.022460
0.150000,0.165000,0.497098,0.074035
0.020000,0.010000,0.495711,0.036660
0.310000,0.055000,0.499132,0.327069
0.005000,0.010000,0.494648,0.017648
0.035000,0.035000,0.496244,0.023309
0.030000,0.120000,0.494078,0.010874
0.000000,0.000000,0.493517,0.006708
0.135000,0.360000,0.498208,0.160562
0.105000,0.025000,0.496812,0.076263
0.000000,0.000000,0.494234,0.010832
0.000000,0.000000,0.494772,0.010878
0.005000,0.000000,0.495193,0.018673
0.075000,0.050000,0.496896,0.082727
0.070000,0.120000,0.495434,0.026104
0.025000,0.025000,0.494519,0.014542
0.000000,0.000000,0.495015,0.019839
0.150000,0.030000,0.496335,0.059770
0.010000,0.000000,0.493906,0.010434
0.385000,0.450000,0.499834,0.452238
0.090000,0.090000,0.495768,0.037036
0.020000,0.050000,0.494353,0.012790
0.005000,0.000000,0.494412,0.012717
0.020000,0.000000,0.493883,0.008435
0.105000,0.025000,0.496442,0.072741
0.280000,0.455000,0.498818,0.274461
0.390000,0.390000,0.500429,0.523642
0.025000,0.030000,0.496058,0.032783
0.010000,0.005000,0.495578,0.029850
0.220000,0.185000,0.499250,0.413257
0.005000,0.010000,0.494580,0.011578
0.140000,0.150000,0.499385,0.375877
0.000000,0.000000,0.494098,0.010403
0.015000,0.010000,0.496306,0.034044
0.265000,0.270000,0.497873,0.102860
0.010000,0.010000,0.494506,0.011148
0.060000,0.015000,0.494982,0.019273
0.100000,0.055000,0.496028,0.095907
0.000000,0.000000,0.493813,0.008673
0.000000,0.000000,0.493467,0.007098
0.000000,0.000000,0.494477,0.013532
0.380000,0.480000,0.498381,0.361027
0.060000,0.040000,0.496560,0.046180
0.045000,0.070000,0.497304,0.067190
0.020000,0.045000,0.494156,0.009931
0.050000,0.025000,0.495995,0.047441
0.000000,0.000000,0.493999,0.007098
0.025000,0.045000,0.496438,0.039638
0.105000,0.140000,0.497445,0.116527
0.035000,0.030000,0.495482,0.023473
0.100000,0.100000,0.497651,0.194473
0.270000,0.120000,0.499890,0.322272
0.055000,0.025000,0.495814,0.044935
0.030000,0.055000,0.494153,0.011491
0.305000,0.245000,0.497261,0.166892
0.000000,0.000000,0.493427,0.008922
0.005000,0.000000,0.495328,0.020200
0.000000,0.000000,0.493938,0.006700
0.050000,0.000000,0.495794,0.029917
0.115000,0.045000,0.496544,0.066658
0.000000,0.000000,0.493483,0.005814
0.005000,0.065000,0.494651,0.015013
0.015000,0.045000,0.494616,0.015964
0.005000,0.010000,0.494592,0.011855
0.155000,0.230000,0.495470,0.034777
0.000000,0.000000,0.494210,0.012034
0.040000,0.035000,0.495411,0.030781
0.050000,0.015000,0.495446,0.017835
0.000000,0.000000,0.493710,0.009241
0.000000,0.000000,0.493374,0.007098
0.025000,0.015000,0.494982,0.025247
0.155000,0.090000,0.497419,0.170506
0.060000,0.030000,0.495827,0.028958
0.015000,0.000000,0.492738,0.005053
0.390000,0.510000,0.497625,0.180080
0.020000,0.000000,0.496616,0.069975
0.000000,0.000000,0.493609,0.007098
0.000000,0.015000,0.495489,0.018855
0.010000,0.000000,0.494403,0.011249
0.055000,0.015000,0.495591,0.034553
0.060000,0.070000,0.497098,0.163692
0.020000,0.000000,0.495051,0.015163
0.435000,0.420000,0.499006,0.388246
0.440000,0.355000,0.499108,0.359727
0.060000,0.125000,0.496634,0.059893
0.000000,0.000000,0.493275,0.007107
0.025000,0.045000,0.494657,0.014652
0.005000,0.005000,0.493898,0.009913
0.030000,0.040000,0.496452,0.052603
0.030000,0.035000,0.493373,0.009930
0.005000,0.000000,0.495603,0.019441
0.025000,0.030000,0.494400,0.012139
0.000000,0.000000,0.493471,0.007453
0.005000,0.000000,0.493979,0.008484
0.020000,0.010000,0.494235,0.010801
0.005000,0.015000,0.494264,0.010339
0.050000,0.005000,0.496305,0.050192
0.190000,0.235000,0.494734,0.085335
0.080000,0.025000,0.495094,0.021292
0.175000,0.055000,0.497781,0.154319
0.000000,0.000000,0.493461,0.008066
0.005000,0.025000,0.494994,0.014964
0.045000,0.020000,0.495965,0.026761
0.030000,0.005000,0.495316,0.032174
0.105000,0.145000,0.497289,0.080080
0.025000,0.015000,0.494890,0.016827
0.130000,0.055000,0.497394,0.100464
0.130000,0.115000,0.497096,0.101584
0.000000,0.005000,0.494100,0.010357
0.000000,0.000000,0.493719,0.008602
0.070000,0.010000,0.495234,0.020887
0.000000,0.000000,0.494423,0.011220
0.000000,0.010000,0.494387,0.009668
0.010000,0.000000,0.494257,0.009635
0.020000,0.000000,0.494288,0.008966
0.010000,0.075000,0.493885,0.006979
0.065000,0.060000,0.496375,0.052570
0.000000,0.015000,0.494256,0.011535
0.000000,0.000000,0.494060,0.009445
0.055000,0.055000,0.496481,0.051306
0.000000,0.005000,0.494011,0.010317
0.000000,0.000000,0.493951,0.010249
0.040000,0.225000,0.494853,0.013691
0.215000,0.295000,0.498657,0.307021
0.010000,0.000000,0.494844,0.018524
0.015000,0.005000,0.495183,0.024683
0.010000,0.015000,0.493716,0.009329
0.020000,0.010000,0.494997,0.015861
0.020000,0.070000,0.495790,0.020955
0.025000,0.000000,0.495947,0.051166
0.010000,0.000000,0.494807,0.014502
0.000000,0.000000,0.493833,0.009541
0.020000,0.000000,0.494163,0.009105
0.385000,0.395000,0.499362,0.352579
0.030000,0.025000,0.495671,0.034387
0.095000,0.175000,0.496778,0.099902
0.025000,0.015000,0.495752,0.028339
0.025000,0.005000,0.497101,0.096563
0.000000,0.000000,0.493136,0.006223
0.065000,0.000000,0.496345,0.056379
0.015000,0.010000,0.494600,0.014136
0.005000,0.000000,0.493962,0.009915
0.285000,0.330000,0.498935,0.343666
0.305000,0.205000,0.499408,0.291726
0.005000,0.000000,0.494413,0.012525
0.000000,0.000000,0.493790,0.008093
0.060000,0.020000,0.496784,0.072860
0.000000,0.000000,0.493323,0.007758
0.220000,0.170000,0.496701,0.121330
0.020000,0.020000,0.494959,0.019402
0.140000,0.060000,0.496262,0.098612
0.155000,0.030000,0.498025,0.183325
0.000000,0.010000,0.494691,0.017181
0.010000,0.000000,0.494351,0.012924
0.065000,0.165000,0.495904,0.043335
0.420000,0.535000,0.498941,0.313806
0.065000,0.025000,0.495141,0.029386
0.030000,0.030000,0.497041,0.070733
0.045000,0.020000,0.495571,0.024061
0.035000,0.030000,0.495689,0.024815
0.035000,0.030000,0.495450,0.030137
0.070000,0.315000,0.496048,0.040372
0.000000,0.010000,0.493934,0.009962
0.000000,0.000000,0.493710,0.009522
0.070000,0.020000,0.495608,0.029855
0.250000,0.100000,0.496575,0.100881
0.010000,0.010000,0.495829,0.031519
0.015000,0.000000,0.495226,0.018421
0.000000,0.000000,0.493374,0.007098
0.065000,0.010000,0.495173,0.020568
0.000000,0.000000,0.493719,0.008891
0.030000,0.030000,0.496180,0.063118
0.010000,0.015000,0.495337,0.022177
0.005000,0.000000,0.494510,0.014207
0.300000,0.200000,0.498154,0.181200
0.160000,0.165000,0.497777,0.135011
0.055000,0.025000,0.496191,0.063086
0.040000,0.050000,0.494876,0.016991
0.305000,0.385000,0.498017,0.216081
0.045000,0.020000,0.495402,0.023528
0.005000,0.000000,0.494697,0.014563
0.020000,0.015000,0.495627,0.027396
0.010000,0.010000,0.494177,0.012590
0.000000,0.000000,0.493899,0.008414
0.015000,0.015000,0.493891,0.009913
0.040000,0.015000,0.496176,0.049337
0.165000,0.030000,0.497388,0.116411
0.415000,0.450000,0.499565,0.424253
0.015000,0.000000,0.494005,0.011849
0.075000,0.110000,0.493229,0.006858
0.025000,0.015000,0.494928,0.013784
0.005000,0.000000,0.494910,0.017760
0.000000,0.015000,0.494483,0.013499
0.160000,0.100000,0.495897,0.052279
0.005000,0.000000,0.494862,0.018255
0.110000,0.030000,0.496564,0.069263
0.000000,0.000000,0.495129,0.015017
0.165000,0.245000,0.499249,0.323274
0.115000,0.080000,0.495865,0.044978
0.150000,0.165000,0.498090,0.207857
0.350000,0.383333,0.499455,0.321188
0.005000,0.010000,0.495496,0.026368
0.105000,0.015000,0.496396,0.052349
0.045000,0.025000,0.495949,0.049518
0.135000,0.055000,0.497276,0.090425
0.020000,0.095000,0.496023,0.043148
0.010000,0.030000,0.494623,0.016589
0.490000,0.485000,0.500166,0.426341
0.110000,0.100000,0.495808,0.034052
0.000000,0.000000,0.493026,0.006829
0.010000,0.000000,0.494540,0.014254
0.140000,0.160000,0.498920,0.324304
0.010000,0.005000,0.494838,0.015315
0.100000,0.140000,0.498064,0.175301
0.050000,0.025000,0.494611,0.023122
0.015000,0.005000,0.495119,0.017376
0.045000,0.010000,0.496874,0.066237
0.005000,0.000000,0.494516,0.012566
0.005000,0.050000,0.494258,0.012358
0.035000,0.055000,0.495601,0.034980
0.030000,0.030000,0.495934,0.037399
0.015000,0.000000,0.493979,0.009564
0.250000,0.325000,0.498450,0.276259
0.045000,0.085000,0.495129,0.022057
0.020000,0.010000,0.494859,0.025233
0.000000,0.000000,0.493462,0.007363
0.451238,0.500000,0.496657,0.075997
0.000000,0.000000,0.495464,0.015237
0.035000,0.030000,0.496990,0.053981
0.135000,0.100000,0.497403,0.113188
0.020000,0.000000,0.494377,0.011502
0.030000,0.005000,0.495465,0.019297
0.010000,0.030000,0.494254,0.019196
0.000000,0.000000,0.493510,0.006700
0.010000,0.005000,0.493155,0.006705
0.000000,0.000000,0.493766,0.008618
0.045000,0.075000,0.497672,0.114014
0.030000,0.060000,0.496841,0.060435
0.010000,0.010000,0.494062,0.010527
0.350000,0.315000,0.498854,0.238162
0.035000,0.070000,0.494546,0.010934
0.045000,0.100000,0.497123,0.084262
0.035000,0.030000,0.495916,0.042029
0.015000,0.000000,0.494032,0.007287
0.030000,0.040000,0.495937,0.040178
0.570000,0.385000,0.500455,0.554143
0.125000,0.025000,0.495144,0.015060
0.190000,0.115000,0.498096,0.187536
0.015000,0.005000,0.495769,0.027746
0.020000,0.055000,0.494237,0.012480
0.010000,0.005000,0.494726,0.014582
0.000000,0.010000,0.493476,0.008082
0.000000,0.000000,0.494118,0.009172
0.050000,0.075000,0.495390,0.030350
0.005000,0.000000,0.495077,0.013428
0.425000,0.295000,0.501729,0.746777
0.005000,0.035000,0.495077,0.020822
0.015000,0.005000,0.496079,0.037483
0.030000,0.000000,0.494967,0.016493
0.155000,0.110000,0.497329,0.133909
0.080000,0.025000,0.495956,0.051511
0.000000,0.005000,0.494837,0.015425
0.010000,0.010000,0.494647,0.011744
0.125000,0.040000,0.496027,0.051579
0.000000,0.000000,0.495029,0.013994
0.030000,0.015000,0.494529,0.014242
0.010000,0.020000,0.494341,0.010838
0.030000,0.010000,0.496246,0.064331
0.005000,0.000000,0.493764,0.009123
0.015000,0.080000,0.494224,0.011301
0.000000,0.005000,0.494992,0.013166
0.000000,0.010000,0.494936,0.015129
0.060000,0.050000,0.495145,0.016170
0.050000,0.065000,0.495597,0.023834
0.005000,0.010000,0.493411,0.006634
0.005000,0.020000,0.494551,0.013428
0.010000,0.010000,0.494288,0.011174
0.005000,0.005000,0.495031,0.017505
0.050000,0.060000,0.495920,0.038492
0.050000,0.015000,0.496512,0.066945
0.065000,0.030000,0.497406,0.096517
0.165000,0.055000,0.496007,0.091580
0.005000,0.000000,0.493422,0.006378
0.000000,0.000000,0.494216,0.011238
0.000000,0.005000,0.493714,0.009931
0.135000,0.065000,0.497269,0.117018
0.005000,0.025000,0.496278,0.023563
0.000000,0.000000,0.495194,0.023386
0.055000,0.055000,0.496103,0.039661
0.000000,0.000000,0.494534,0.020157
0.855000,0.725000,0.503135,0.757385
0.005000,0.005000,0.494012,0.008643
0.155000,0.010000,0.497120,0.106610
0.005000,0.005000,0.494747,0.012493
0.300000,0.300000,0.501112,0.478841
0.025000,0.005000,0.495811,0.029190
0.010000,0.010000,0.496325,0.051312
0.000000,0.035000,0.493908,0.013072
0.005000,0.000000,0.494502,0.013906
0.015000,0.010000,0.496090,0.050423
0.045000,0.130000,0.496907,0.075332
0.000000,0.000000,0.494735,0.012546
0.015000,0.005000,0.495143,0.018548
0.025000,0.005000,0.494639,0.010663
0.070000,0.025000,0.496319,0.043484
0.065000,0.040000,0.496436,0.070227
0.005000,0.060000,0.495117,0.015364
0.010000,0.000000,0.496037,0.054660
0.000000,0.000000,0.495409,0.021736
0.010000,0.005000,0.497528,0.124671
0.000000,0.000000,0.494279,0.011068
0.070000,0.105000,0.496835,0.063533
0.045000,0.035000,0.497426,0.083944
0.030000,0.005000,0.493907,0.008516
0.030000,0.000000,0.494175,0.010152
0.010000,0.005000,0.494717,0.013102
0.060000,0.085000,0.497462,0.111443
0.010000,0.010000,0.495608,0.038513
0.010000,0.030000,0.495425,0.027114
0.015000,0.185000,0.495438,0.024222
0.050000,0.000000,0.494574,0.016333
0.000000,0.000000,0.495690,0.035100
0.000000,0.000000,0.493874,0.008382
0.110000,0.050000,0.497246,0.090324
0.000000,0.010000,0.494751,0.012967
0.020000,0.005000,0.494544,0.011365
0.145000,0.050000,0.493854,0.016295
0.330000,0.345000,0.498281,0.243940
0.000000,0.005000,0.494380,0.011276
0.025000,0.035000,0.493460,0.008689
0.005000,0.005000,0.495046,0.019197
0.000000,0.005000,0.495494,0.016657
0.000000,0.000000,0.493781,0.007843
0.000000,0.000000,0.493517,0.007146
0.000000,0.000000,0.494193,0.010139
0.005000,0.000000,0.494310,0.009345
0.005000,0.000000,0.495717,0.029625
0.020000,0.000000,0.495844,0.033563
0.000000,0.000000,0.494039,0.010077
0.005000,0.105000,0.495033,0.014698
0.030000,0.015000,0.496428,0.066166
0.005000,0.005000,0.494145,0.010275
0.020000,0.015000,0.495880,0.034577
0.020000,0.010000,0.494774,0.017322
0.065000,0.135000,0.495336,0.045479
0.000000,0.000000,0.494009,0.011133
0.005000,0.010000,0.495186,0.020307
