rf,ef,ab,gb,Probability
0.11,0.075,0.497949,0.128336,0.116119925
0.01,0,0.495889,0.032918,0.023388993
0,0,0.493619,0.007098,0.007135894
0,0,0.49357,0.007098,0.006428064
0.015,0,0.494697,0.019818,0.032868248
0.02,0.025,0.495636,0.024382,0.018444273
0.12,0.045,0.49669,0.08756,0.121788492
0.035,0.135,0.496164,0.059781,0.068988143
0,0,0.496186,0.036457,0.032778708
0.005,0.005,0.494248,0.009619,0.014377824
0.195,0.245,0.498542,0.162122,0.197456402
0,0,0.493931,0.011177,0.010710115
0,0,0.494501,0.013916,0.014337876
0.135,0.095,0.498366,0.235977,0.197129859
0.19,0.05,0.498349,0.199561,0.181336811
0.005,0,0.494922,0.010678,0.01412187
0.035,0.005,0.49549,0.030586,0.050567601
0,0,0.493625,0.007316,0.00521155
0.025,0.01,0.495732,0.024548,0.028481989
0.005,0.1,0.493857,0.007969,0.010644736
0.01,0.055,0.494069,0.009887,0.016658072
0.025,0.05,0.49624,0.049972,0.036207235
0.005,0,0.493967,0.008996,0.009882962
0.015,0.005,0.497528,0.124671,0.107904571
0.05,0.025,0.497143,0.079628,0.067783869
0.55,0.56,0.500994,0.683632,0.548496296
0.07,0.05,0.496415,0.051002,0.040124488
0.01,0.04,0.494614,0.014082,0.014812445
0.045,0.06,0.49641,0.055338,0.043696687
0.01,0,0.493073,0.006478,0.014077156
0.095,0.145,0.497874,0.117807,0.15380433
0.09,0.14,0.496792,0.068276,0.081201213
0.005,0,0.493412,0.006731,0.008386516
0.145,0.305,0.497604,0.169884,0.092512293
0.15,0.08,0.496912,0.096832,0.11605552
0.28,0.295,0.497488,0.176088,0.130675997
0.03,0.025,0.495277,0.017873,0.017284296
0,0,0.49335,0.007176,0.006297788
0.045,0.015,0.495632,0.047974,0.035761918
0.005,0.035,0.496369,0.049523,0.038313525
0.025,0.045,0.496731,0.071917,0.050386555
0.23,0.215,0.497329,0.114168,0.175310011
0,0.13,0.49449,0.013506,0.019795371
0.095,0.08,0.497745,0.096643,0.084951047
0.005,0,0.495453,0.024353,0.024172443
0.01,0.005,0.493858,0.010114,0.014218153
0,0,0.494635,0.016004,0.012739376
0.045,0.04,0.495698,0.026439,0.027633972
0.215,0.505,0.498074,0.163098,0.156651303
0,0.01,0.495084,0.01974,0.016383278
0.01,0.005,0.494507,0.011102,0.011668717
0.055,0.005,0.495723,0.023335,0.022938048
0.04,0.095,0.494917,0.015898,0.017226551
0.065,0.02,0.496211,0.062454,0.06742028
0.05,0.035,0.496623,0.067971,0.074753121
0.02,0,0.495147,0.019858,0.019550362
0,0.005,0.495188,0.017261,0.035208761
0.01,0.195,0.495502,0.022485,0.021071109
0.065,0.025,0.496686,0.079761,0.046716522
0.04,0,0.494444,0.013313,0.018472906
0.03,0.005,0.493779,0.006444,0.012030004
0.025,0.02,0.495663,0.030582,0.028953466
0.065,0.02,0.496115,0.031219,0.029054564
0.25,0.215,0.497878,0.253161,0.304714165
0.005,0.005,0.494632,0.012323,0.015181201
0,0,0.493777,0.007868,0.006198546
0.02,0.01,0.496083,0.040876,0.051638903
0.1,0,0.495622,0.039051,0.033949295
0,0,0.493279,0.007176,0.004782054
0.01,0.005,0.49519,0.017973,0.018722516
0.19,0.225,0.498152,0.251005,0.225012477
0.07,0.03,0.49659,0.04956,0.029211619
0,0,0.495034,0.012277,0.014097037
0.005,0,0.496701,0.078951,0.073010193
0.005,0,0.49484,0.014531,0.011520751
0.01,0,0.495485,0.034052,0.036239818
0.085,0.095,0.497118,0.083013,0.078555877
0.09,0.015,0.49722,0.085179,0.128072358
0.02,0,0.494815,0.022581,0.021776257
0.04,0.005,0.49644,0.069679,0.058804196
0.085,0.055,0.49656,0.065231,0.068503375
0.035,0,0.494495,0.015092,0.011261077
0,0,0.494357,0.011271,0.014066254
0,0,0.494239,0.010881,0.029236394
0.005,0,0.494313,0.012206,0.008536187
0.005,0,0.494536,0.021287,0.02646465
0.015,0,0.495292,0.01721,0.021515016
0.02,0.12,0.494147,0.008295,0.013553311
0.005,0,0.493362,0.007098,0.005218888
0,0,0.494021,0.011068,0.008771323
0.02,0.01,0.494425,0.012945,0.013577884
0.235,0.425,0.495792,0.035857,0.033722525
0.025,0.15,0.494338,0.009786,0.01778276
0.575,0.485,0.499094,0.352313,0.522167786
0.015,0.005,0.495675,0.028038,0.018711945
0.07,0.22,0.497287,0.112245,0.083755255
0.315,0.425,0.498266,0.269941,0.352211693
0,0,0.493756,0.009161,0.008298077
0.005,0,0.495792,0.038345,0.029406795
0.025,0.055,0.496458,0.055078,0.039654443
0.035,0.01,0.496594,0.060589,0.044308319
0.025,0.035,0.49625,0.035462,0.054742496
0,0,0.493579,0.007486,0.007422275
0.065,0.08,0.496905,0.072557,0.071054775
0.285,0.35,0.497671,0.153093,0.219707666
0.12,0.065,0.49303,0.040887,0.086683551
0,0,0.494165,0.009446,0.007051378
0.07,0.035,0.495777,0.041848,0.041319756
0.015,0.025,0.493996,0.008166,0.012074398
0.01,0.005,0.49449,0.013796,0.013829817
0,0,0.494957,0.013415,0.013232155
0.01,0,0.496231,0.043812,0.046328919
0.095,0.12,0.497552,0.055233,0.070678334
0.465,0.58,0.500191,0.52627,0.445808301
0.44,0.415,0.498099,0.235002,0.317453164
0.05,0.02,0.494463,0.016945,0.017438411
0,0,0.493442,0.008049,0.004768888
0.03,0,0.496233,0.036377,0.030403703
0.2,0.155,0.498303,0.218252,0.21379977
0.025,0,0.495071,0.021596,0.02422515
0.03,0.03,0.495597,0.024328,0.025746589
0.005,0,0.494492,0.012205,0.012842328
0.135,0.035,0.496693,0.07183,0.054106491
0.06,0.05,0.496732,0.074782,0.062998832
0.02,0.08,0.496411,0.066516,0.079481646
0,0,0.494006,0.007098,0.007821457
0,0,0.493775,0.008246,0.006195532
0,0.005,0.493502,0.008457,0.007398508
0.01,0.02,0.495677,0.030508,0.032078205
0.015,0.04,0.495378,0.018219,0.026455318
0.085,0.08,0.495367,0.027347,0.019058311
0.03,0.145,0.494295,0.011029,0.014611708
0.04,0.01,0.494642,0.016021,0.019820082
0.01,0,0.493861,0.008538,0.01000393
0.02,0.005,0.494994,0.020308,0.01199308
0.005,0,0.494555,0.010118,0.008478493
0.15,0.15,0.497096,0.11102,0.118383203
0.155,0.21,0.49742,0.11254,0.106740308
0.08,0.035,0.496601,0.063337,0.053598891
0.205,0.27,0.500003,0.517973,0.344701273
0.02,0,0.495445,0.021689,0.019521114
0,0,0.494481,0.010701,0.007007582
0.005,0,0.494427,0.01187,0.014728935
0.03,0,0.494604,0.012671,0.021233461
0.02,0,0.494183,0.008609,0.005764208
0.055,0.105,0.496061,0.032549,0.03350327
0.02,0.075,0.495671,0.027726,0.022414571
0.005,0.015,0.4963,0.029838,0.040151389
0.085,0.05,0.497175,0.083539,0.079045823
0.055,0.005,0.495375,0.028248,0.034628315
0,0.005,0.494377,0.01306,0.012474937
0.005,0,0.49464,0.010505,0.011801328
0.04,0.105,0.494902,0.016184,0.026451627
0,0,0.494395,0.012558,0.015163607
0.04,0.02,0.495979,0.043174,0.050158178
0.105,0.015,0.497457,0.104815,0.07957509
0,0.005,0.493884,0.009078,0.010083829
0.045,0.035,0.497008,0.075868,0.085027476
0.06,0.11,0.496241,0.042592,0.035677257
0.025,0.095,0.496587,0.061001,0.056282072
0.045,0.02,0.494169,0.008673,0.011820677
0,0,0.493065,0.006524,0.005459894
0.005,0,0.493903,0.008609,0.005407973
0,0,0.493719,0.007422,0.00570644
0.47,0.5,0.500661,0.61481,0.433596373
0.005,0.01,0.493014,0.006872,0.004920772
0.005,0.03,0.4955,0.027994,0.016497399
0.025,0,0.494353,0.010511,0.012062102
0.01,0.005,0.495583,0.019702,0.02050652
0.025,0,0.495677,0.022351,0.028571936
0.055,0.005,0.494489,0.014803,0.040525384
0,0,0.494581,0.012686,0.010217897
0,0,0.493913,0.010066,0.013204681
0.195,0.28,0.498457,0.211486,0.170616284
0.025,0.03,0.493963,0.008594,0.006612626
0.005,0.005,0.49482,0.018611,0.021858159
0.03,0,0.495983,0.026404,0.022187349
0.03,0.015,0.494226,0.012106,0.014369333
0.015,0,0.494694,0.016681,0.012809101
0.01,0,0.494993,0.016047,0.017224386
0.035,0.025,0.496624,0.072068,0.060327745
0,0,0.493455,0.006877,0.005130628
0,0,0.492929,0.005854,0.004727953
0,0,0.493228,0.005902,0.006411132
0.065,0.105,0.497095,0.10166,0.116563495
0,0,0.493822,0.010966,0.008254158
0.155,0.18,0.496576,0.086479,0.090889094
0.01,0.01,0.495017,0.020613,0.015067552
0.51,0.64,0.499972,0.563327,0.35067963
0.035,0.005,0.496535,0.070713,0.064928874
0.07,0.055,0.497342,0.10069,0.083457023
0.02,0.005,0.494518,0.013953,0.011847707
0.05,0.03,0.49607,0.049513,0.054258851
0.05,0.025,0.494653,0.014099,0.01976355
0,0,0.494553,0.012334,0.014218436
0.005,0.025,0.494971,0.019782,0.016486799
0.515,0.615,0.501678,0.560312,0.597805814
0,0,0.494282,0.010268,0.017721496
0,0,0.49369,0.008803,0.009327318
0,0,0.49414,0.011502,0.009752885
0.09,0.365,0.497806,0.160655,0.156169267
0.135,0.125,0.497649,0.102563,0.089051639
0,0,0.494173,0.011701,0.009972831
0,0,0.494049,0.009568,0.00561066
0.015,0.005,0.494128,0.009576,0.01293255
0.12,0.09,0.496639,0.086694,0.099967013
0.02,0.01,0.495436,0.016413,0.015661076
0.015,0.015,0.494389,0.011314,0.011102345
0,0.01,0.494894,0.016529,0.019836235
0.055,0.06,0.496005,0.041954,0.050332025
0.01,0.01,0.494904,0.015671,0.013154456
0.005,0,0.494825,0.015125,0.010658304
0.065,0.025,0.496374,0.02349,0.026734402
0.03,0.05,0.49512,0.015243,0.017239537
0.06,0.045,0.49759,0.110327,0.099598012
0.08,0.055,0.495746,0.041497,0.040158331
0.025,0.025,0.495391,0.036785,0.037004871
0.005,0.015,0.493917,0.008914,0.010859187
0.06,0.05,0.495725,0.018455,0.024872868
0.06,0.175,0.496587,0.069588,0.062115802
0.535,0.605,0.50154,0.658396,0.612914286
0.02,0.005,0.496251,0.033587,0.045151751
0.02,0.045,0.495675,0.029318,0.023223803
0,0,0.493856,0.009274,0.007510429
0.01,0.04,0.495787,0.025843,0.046400813
0.005,0,0.494114,0.009902,0.009990227
0.02,0.01,0.495549,0.040073,0.048473047
0.365,0.34,0.497746,0.272674,0.323203717
0.005,0,0.494437,0.014991,0.015755226
0.005,0,0.493915,0.011207,0.013048487
0,0.01,0.493825,0.008477,0.011148142
0.02,0,0.493435,0.00691,0.006022029
0.005,0.01,0.49484,0.015404,0.01223883
0.005,0.015,0.494809,0.015645,0.018620148
0.71,0.545,0.502552,0.784857,0.750193723
0.205,0.075,0.496155,0.04607,0.078957493
0.005,0.025,0.494332,0.012124,0.013927291
0.225,0.45,0.497464,0.155728,0.198162239
0,0.015,0.495386,0.020836,0.018735281
0.005,0.01,0.495627,0.041057,0.029765164
0.01,0,0.494424,0.011306,0.021418662
0,0,0.49367,0.008049,0.008234312
0,0.005,0.494761,0.014176,0.020011091
0.745,0.71,0.499826,0.64483,0.598059392
0.005,0,0.486911,0.018385,0.077956448
0.03,0.025,0.495289,0.036221,0.036338533
0.06,0.035,0.495045,0.020673,0.025722491
0.02,0,0.493574,0.006898,0.005735823
0.01375,0,0.49741,0.105798,0.09873562
0,0,0.494537,0.01393,0.008698721
0.72125,1,0.498465,0.227459,0.286650297
0,0,0.493437,0.007098,0.004995295
0,0,0.493193,0.006415,0.007452255
0,0,0.494308,0.011422,0.010343405
0.12,0.11,0.49813,0.16803,0.165742013
0.01,0.005,0.494107,0.012648,0.008610138
0.005,0.005,0.494803,0.013702,0.014106206
0.195,0.23,0.49701,0.078157,0.145890659
0.025,0,0.493913,0.009366,0.012752124
0.14,0.12,0.497011,0.072547,0.047520931
0.04,0.005,0.495127,0.01593,0.015593174
0.02,0.01,0.493341,0.00691,0.004710048
0.35,0.32,0.498339,0.261039,0.291975463
0.13,0.075,0.499246,0.303166,0.305314758
0,0,0.493116,0.007112,0.005772586
0.27,0.405,0.499945,0.662371,0.488685714
0.17,0.155,0.498299,0.263223,0.230474989
0.1,0.295,0.497102,0.13356,0.224873801
0.045,0.06,0.4969,0.072329,0.061372006
0.01,0,0.494301,0.010731,0.013002714
0.02,0.005,0.494523,0.013949,0.016683661
0.005,0.035,0.495508,0.03024,0.026557783
0.275,0.335,0.496999,0.18485,0.187654231
0.54,0.495,0.501351,0.69869,0.608566667
0,0.025,0.496105,0.047863,0.04350772
0.15,0.055,0.49561,0.110709,0.246653227
0.17,0.085,0.49577,0.086078,0.169896654
0.23,0.08,0.498067,0.221145,0.196124317
0.15,0.12,0.497439,0.140962,0.145087533
0,0,0.493806,0.007238,0.005020985
0.035,0.01,0.497069,0.088414,0.065690885
0.015,0,0.494127,0.010421,0.009751943
0.01,0.035,0.495372,0.017718,0.015254
0.015,0.025,0.494254,0.010095,0.010318881
0.005,0.005,0.494559,0.014297,0.017104445
0.01,0.015,0.49619,0.037854,0.057383994
0,0.015,0.493977,0.008683,0.009295574
0.075,0.045,0.496303,0.067097,0.060608467
0.035,0.03,0.496202,0.044987,0.051391848
0,0.005,0.494353,0.01149,0.01188675
0,0.01,0.493848,0.010025,0.012070965
0.01,0.03,0.495399,0.025359,0.022709968
0.315,0.43,0.500065,0.419244,0.389555555
0,0.005,0.494653,0.014624,0.015249952
0.015,0.015,0.494748,0.016181,0.024766069
0,0,0.493341,0.00691,0.005035948
0.005,0,0.493941,0.008406,0.005390213
0.335,0.17,0.498134,0.171852,0.153792835
0.04,0.015,0.496651,0.046692,0.040892002
0.04,0.055,0.496214,0.044271,0.041810844
0.66,0.475,0.499737,0.417771,0.451137241
0.03,0.08,0.49799,0.104102,0.12487672
0.055,0.06,0.496612,0.044678,0.067933374
0.04,0,0.495818,0.019821,0.055140782
0.095,0.1,0.496823,0.078723,0.084158155
0.005,0.01,0.495626,0.017763,0.0243815
0.535,0.5,0.50131,0.576943,0.533126768
0.01,0,0.494654,0.01367,0.011926349
0,0,0.493805,0.008829,0.010119035
0.02,0.025,0.495911,0.029263,0.038928749
0.005,0,0.494868,0.017714,0.017891713
0,0,0.495696,0.03069,0.018695788
0.05,0.02,0.495183,0.016656,0.024006622
0.005,0,0.493507,0.007575,0.00644331
0.025,0.015,0.495936,0.03125,0.027169188
0,0.005,0.493279,0.007176,0.006023603
0.18,0.11,0.497891,0.1124,0.133169236
0.015,0.005,0.494841,0.012749,0.014087713
0,0.005,0.495899,0.035978,0.043187308
0.07,0.025,0.496405,0.049608,0.053782421
0.015,0.005,0.494883,0.016223,0.017552569
0.095,0.175,0.496261,0.057088,0.077097249
0.045,0.035,0.495921,0.033945,0.031757252
0.01,0.045,0.494358,0.011473,0.0091638
0.005,0.06,0.49509,0.016443,0.020765642
0,0,0.494123,0.011027,0.011910809
0.015,0.005,0.495096,0.020873,0.026053143
0.015,0.035,0.495743,0.033217,0.021883282
0.045,0.045,0.496275,0.042991,0.050897786
0,0,0.494221,0.010897,0.009179426
0.03,0.025,0.495812,0.033148,0.025303953
0.005,0,0.494148,0.012,0.023368007
0.055,0.015,0.496032,0.043268,0.047777709
0.005,0,0.494026,0.008962,0.009082885
0.06,0.04,0.497026,0.093624,0.104657026
0.01,0,0.49469,0.015244,0.013756764
0.475,0.555,0.499041,0.630119,0.478633333
0.095,0.29,0.49701,0.103313,0.079834659
0.01,0,0.494156,0.009882,0.008470874
0.195,0.2,0.496464,0.171555,0.27135727
0.005,0,0.494152,0.009213,0.008616931
0.02,0,0.494801,0.01575,0.010902225
0.015,0.02,0.494199,0.010768,0.01344076
0.005,0,0.494608,0.014166,0.010019503
0.125,0.02,0.496302,0.059129,0.056944809
0.06,0.085,0.496039,0.040798,0.061592523
0.025,0.005,0.494632,0.0214,0.043530139
0.005,0,0.493868,0.007247,0.011532905
0,0,0.493813,0.009522,0.009190838
0.145,0.015,0.496881,0.083787,0.081862482
0.13,0.055,0.495803,0.038389,0.048997564
0.015,0,0.493971,0.008185,0.008584204
0.04,0,0.495498,0.024074,0.038401361
0.09,0.24,0.497202,0.082939,0.07076481
0.11,0.115,0.496787,0.106122,0.143402334
0.01,0.04,0.494589,0.015956,0.017696733
0,0,0.493301,0.007414,0.006464767
0.09,0.045,0.496708,0.056516,0.050089856
0.135,0.025,0.497182,0.081557,0.101295235
0.015,0.005,0.49515,0.023585,0.036121033
0,0,0.493575,0.006938,0.004729985
0.31,0.315,0.500191,0.311344,0.35866884
0.005,0.01,0.494221,0.011828,0.010825894
0.04,0.085,0.495995,0.034174,0.029565233
0,0,0.49389,0.010707,0.009947003
0.01,0.005,0.49453,0.01218,0.010668768
0.005,0,0.493461,0.007177,0.004877138
0.02,0.055,0.494704,0.022384,0.047262313
0.37,0.59,0.499991,0.444389,0.356084251
0,0,0.492997,0.006293,0.004540334
0.09,0.035,0.49604,0.037498,0.069995708
0.005,0.01,0.494149,0.011371,0.008976332
0.015,0,0.493655,0.008714,0.011707383
0.04,0.025,0.495386,0.025443,0.025411756
0.035,0.105,0.494602,0.012031,0.014339049
0,0.015,0.496283,0.051038,0.080822169
0.23,0.27,0.4974,0.122757,0.191935505
0.978778,1,0.500184,0.457519,0.480971746
0.005,0.005,0.493379,0.008688,0.00772868
0.17,0.215,0.49801,0.187909,0.211994699
0.135,0.15,0.49684,0.059997,0.139745869
0.16,0.23,0.49688,0.071277,0.073900382
0.075,0.07,0.495054,0.041711,0.087506292
0.335,0.255,0.498143,0.22313,0.265812959
0.005,0.01,0.495323,0.022736,0.026580008
0.01,0.005,0.493896,0.01045,0.010043802
0.045,0.075,0.495837,0.030353,0.023513882
0,0,0.494054,0.007911,0.012222603
0.005,0.01,0.493964,0.009598,0.024280221
0.005,0.01,0.494623,0.013806,0.00977426
0.03,0.015,0.494772,0.014798,0.013974861
0.01,0.02,0.495663,0.018172,0.030869014
0.075,0.02,0.496542,0.051784,0.063113641
0.02,0.005,0.494947,0.01546,0.026799839
0.215,0.08,0.498723,0.417397,0.383375995
0.03,0.04,0.495762,0.025971,0.027462176
0.085,0.18,0.497097,0.101145,0.109347444
0,0.005,0.495045,0.01519,0.009771619
0,0,0.493067,0.006924,0.006604509
0.08,0.03,0.496296,0.048277,0.042842536
0,0,0.493656,0.008093,0.005191356
0.075,0.125,0.495049,0.019121,0.021958784
0,0.02,0.495012,0.019698,0.017127836
0.025,0.015,0.495027,0.020147,0.013672983
0.005,0.035,0.493341,0.005868,0.01128172
0.135,0.07,0.497272,0.118168,0.098104392
0.01,0.03,0.494994,0.015426,0.018132612
0.01,0.01,0.495533,0.036686,0.032844946
0,0,0.493733,0.008232,0.005514626
0,0,0.49386,0.008677,0.013249168
0.005,0,0.495497,0.033445,0.04652075
0.005,0.015,0.494899,0.016285,0.013392258
0.45,0.415,0.498721,0.320497,0.370627862
0.03,0.035,0.496093,0.046797,0.057688643
0.215,0.345,0.496666,0.067286,0.082413911
0.09,0.09,0.496672,0.054297,0.066265561
0,0,0.494736,0.013885,0.016763079
0.005,0,0.494722,0.013412,0.012463281
0,0.01,0.494312,0.013156,0.018134981
0,0,0.493289,0.007245,0.005211085
0.075,0.155,0.496514,0.064775,0.057762526
0.025,0.015,0.495712,0.017674,0.029528132
0.14,0.02,0.495018,0.018678,0.018415418
0,0,0.493151,0.005902,0.005078147
0,0.005,0.494538,0.01207,0.009729907
0.005,0,0.494562,0.01112,0.007366808
0.025,0.03,0.49537,0.022751,0.023247516
0.44,0.43,0.499459,0.32843,0.335679735
0.025,0,0.494947,0.013316,0.011494554
0.005,0,0.494675,0.014389,0.016397406
0.015,0.005,0.495154,0.022026,0.01631369
0.24,0.205,0.498388,0.240923,0.224265167
0.06,0.07,0.496324,0.046728,0.048614031
0.06,0.035,0.49657,0.066038,0.073368465
0.125,0.11,0.496797,0.091625,0.095908743
0.495,0.315,0.500375,0.446758,0.397646745
0.05,0.045,0.496834,0.082087,0.076016787
0.01,0.005,0.494784,0.015642,0.018683727
0.135,0.065,0.496737,0.054319,0.069357894
0,0,0.494911,0.016454,0.009106652
0.01,0,0.493927,0.008561,0.009330825
0.145,0.04,0.497165,0.119497,0.120004423
0.03,0.015,0.495638,0.028739,0.018528599
0.01,0,0.495593,0.027797,0.043869107
0.07,0.065,0.49744,0.115746,0.144513953
0.005,0,0.493361,0.007214,0.00560691
0.04,0.055,0.494967,0.040282,0.055115108
0.01,0.005,0.497324,0.123951,0.142681506
0.01,0.005,0.494112,0.011055,0.010462554
0,0,0.49435,0.008527,0.008557361
0.015,0.02,0.495978,0.045659,0.037852375
0.04,0.005,0.495099,0.026768,0.031123616
0.28,0.22,0.499901,0.324061,0.276776765
0.07,0.075,0.496126,0.044638,0.059855245
0.045,0.015,0.496053,0.035808,0.03487839
0.015,0.005,0.494108,0.010771,0.0171114
0.045,0.055,0.496998,0.100868,0.08016612
0,0,0.493581,0.006731,0.006531837
0.005,0,0.494604,0.012465,0.010044489
0.325,0.38,0.499233,0.41904,0.389255757
0.075,0.05,0.498123,0.206087,0.201334276
0.005,0.01,0.494142,0.00984,0.013703828
0.015,0.035,0.495189,0.021449,0.026642079
0.02,0.015,0.495749,0.028543,0.050999275
0.01,0,0.495223,0.021958,0.026724669
0.005,0.005,0.495092,0.015203,0.014574321
0.045,0.165,0.496433,0.053269,0.040439018
0.05,0.05,0.49565,0.024839,0.031102154
0.065,0.055,0.495848,0.037385,0.034103305
0.005,0,0.493369,0.008557,0.00744421
0.11,0.08,0.497565,0.098847,0.080465418
0.015,0,0.497337,0.104032,0.10226364
0.01,0.035,0.495491,0.028549,0.022886159
0.4,0.37,0.498654,0.197892,0.402939676
0,0,0.496657,0.061677,0.066756601
0.03,0.02,0.495528,0.03262,0.033879607
0.045,0.245,0.49505,0.017181,0.02299628
0.015,0.095,0.494531,0.014178,0.017017814
0.015,0,0.495669,0.037948,0.036567478
0,0.005,0.495459,0.020529,0.02155068
0,0,0.493862,0.009051,0.009483973
0.47,0.58,0.500181,0.463258,0.423767255
0,0.005,0.494189,0.010254,0.009957668
0.025,0.005,0.495107,0.018008,0.014238008
0.11,0.12,0.497001,0.067394,0.062771527
0.015,0.005,0.494043,0.011362,0.008153932
0.01,0,0.494996,0.014651,0.014136654
0.04,0.075,0.4961,0.055259,0.038852453
0,0.005,0.494393,0.011901,0.010908792
0.26,0.2,0.498061,0.143351,0.182456055
0.055,0,0.494924,0.01571,0.020022794
0,0,0.493948,0.009246,0.010158857
0.005,0,0.493419,0.006879,0.004399233
0.015,0.005,0.494398,0.012749,0.020948354
0.085,0.075,0.494983,0.069656,0.145365927
0.085,0.03,0.496889,0.082366,0.062811575
0.12,0.045,0.495806,0.050598,0.067401894
0.015,0.005,0.495595,0.022847,0.028956423
0.095,0.015,0.497011,0.087011,0.066669302
0.01,0.01,0.494847,0.018605,0.019781763
0,0,0.493425,0.00691,0.004759852
0,0,0.493952,0.008289,0.006356714
0.005,0.015,0.494632,0.014525,0.013432692
0.005,0,0.49342,0.009337,0.007273317
0.02,0.07,0.496826,0.071462,0.05494756
0,0.005,0.494625,0.015036,0.008700697
0.06,0.015,0.495407,0.030258,0.024956212
0.02,0.02,0.495903,0.03945,0.033549053
0.03,0.02,0.495388,0.029538,0.036016287
0.025,0,0.494527,0.01505,0.025216464
0.135,0.065,0.496686,0.079547,0.072738292
0.14,0.17,0.496545,0.081863,0.089943838
0,0,0.49451,0.011956,0.018878017
0,0,0.494253,0.011405,0.010217727
0,0,0.494452,0.011253,0.008356443
0.11,0.13,0.497271,0.098026,0.158759328
0.01,0,0.495133,0.014986,0.014590228
0,0.01,0.493914,0.010045,0.014820078
0,0,0.495295,0.021636,0.01910491
0,0,0.495232,0.019942,0.015556207
0.04,0.02,0.495431,0.026363,0.057404508
0.285,0.12,0.498075,0.188973,0.257681322
0.13,0.08,0.497486,0.080926,0.126435045
0.425,0.335,0.501722,0.45175,0.507657298
0.2,0.155,0.495942,0.073441,0.156220886
0.635,0.77,0.499568,0.445323,0.501959576
0.01,0.005,0.494843,0.014583,0.01314031
0.09,0.225,0.497549,0.102588,0.088435399
0.005,0,0.494497,0.011609,0.010303514
0.16,0.15,0.49703,0.118961,0.18195363
0.015,0.045,0.493535,0.007368,0.010167915
0.03,0.015,0.496005,0.038495,0.030829358
0.005,0,0.494087,0.01077,0.011260111
0.03,0.03,0.494795,0.017839,0.018088004
0.015,0.055,0.496088,0.042499,0.034883771
0,0,0.494285,0.009285,0.010241588
0,0,0.493075,0.00598,0.004203584
0,0,0.494922,0.01441,0.017573614
0.01,0.055,0.49598,0.096397,0.151122653
0.005,0.005,0.495175,0.021849,0.031433113
0.24,0.265,0.500501,0.429012,0.348660085
0.725,0.7,0.500097,0.789337,0.604235582
0,0,0.493733,0.008232,0.006060322
0.015,0.005,0.494723,0.012063,0.011095683
0.125,0.29,0.497675,0.123412,0.137532468
0.07,0.095,0.495312,0.026762,0.028921428
0.05,0.01,0.495313,0.028931,0.041545738
0,0,0.493886,0.01132,0.013545764
0.09,0.015,0.496244,0.056952,0.053706419
0,0,0.492916,0.005778,0.005647439
0.015,0,0.494248,0.011466,0.017086449
0.075,0.055,0.496916,0.073877,0.054288812
0.005,0.005,0.497023,0.082504,0.083519837
0.01,0.005,0.493648,0.009241,0.012224748
0.005,0,0.493255,0.006567,0.005574271
0.075,0.015,0.497101,0.097646,0.079630847
0.01,0.01,0.496954,0.082983,0.06326941
0.225,0.305,0.498078,0.270565,0.304110175
0,0,0.493597,0.007211,0.006841628
0.03,0.03,0.495839,0.040367,0.035058854
0.265,0.225,0.498149,0.192015,0.191894843
0,0,0.494042,0.010888,0.007820997
0.015,0.075,0.495006,0.018548,0.02080568
0,0.005,0.494327,0.013258,0.015339199
0.01,0,0.495269,0.024923,0.017428916
0.01,0.015,0.495158,0.026834,0.022162769
0.09,0.09,0.495254,0.022245,0.020710719
0.045,0,0.494438,0.011457,0.015811997
0,0,0.494008,0.009407,0.015498968
0.005,0,0.49412,0.012412,0.012912637
0.02,0.025,0.495506,0.023181,0.022574921
0.44,0.35,0.497932,0.235463,0.313952233
0.13,0.15,0.498204,0.143188,0.119038675
0.01,0,0.493273,0.00555,0.009287521
0,0,0.495644,0.016794,0.021583726
0.155,0.255,0.497829,0.124923,0.146571709
0.07,0.005,0.495292,0.015441,0.020532721
0.53,0.575,0.501013,0.674311,0.535703056
0.4,0.325,0.498531,0.314639,0.287511173
0,0,0.493737,0.009277,0.006566416
0.09,0.075,0.496426,0.054332,0.055167047
0.01,0,0.494759,0.015366,0.017188542
0.02,0.045,0.495402,0.018961,0.024631991
0,0,0.493984,0.01064,0.006483078
0.025,0.015,0.495996,0.039144,0.029167651
0,0,0.494476,0.011577,0.009462967
0.04,0.005,0.497409,0.098577,0.100457761
0,0,0.493507,0.007098,0.007881014
0.025,0.015,0.495492,0.03137,0.044053472
0.015,0.005,0.494821,0.015085,0.012893253
0.065,0.075,0.49533,0.027109,0.062630556
0.02,0,0.495668,0.030289,0.031931289
0.16,0.085,0.497291,0.089612,0.097534937
0.085,0.16,0.497537,0.10138,0.09886093
0.01,0.005,0.494251,0.010555,0.007383642
0.01,0.005,0.494796,0.017132,0.03592679
0.035,0.015,0.4954,0.024818,0.029578642
0.06,0.04,0.496322,0.065055,0.085822396
0,0,0.493693,0.008913,0.005921992
0.075,0.035,0.496659,0.060184,0.090779372
0.11,0.085,0.496834,0.074127,0.094060121
0,0.005,0.494567,0.013798,0.01135768
0,0,0.495246,0.020454,0.019568642
0.05,0.005,0.497257,0.092442,0.08657044
0.26,0.195,0.498679,0.331612,0.30219863
0.015,0.02,0.494887,0.014775,0.017025036
0.01,0,0.496199,0.0431,0.04562265
0.395,0.34,0.500023,0.376126,0.40614682
